ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,MonitoringLocationIdentifier,SampleCollectionMethod/MethodIdentifier,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ProviderName
WIDNR_WQX-47843390,2011-05-31,11:00:00,CDT,2011-05-31,23:55:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.92,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845157,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,22.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.447,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845157,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,22.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.216,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-47845157,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,22.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.808,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845157,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,22.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.37,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845175,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.521,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845175,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.177,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-47845175,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.679,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845175,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.49,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845193,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,18.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.590,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845193,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,18.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.148,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-47845193,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,18.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.573,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845193,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,18.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.21,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845211,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,16.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.636,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845211,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,16.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.123,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-47845211,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,16.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.462,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845211,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,16.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.01,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845229,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,14.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.657,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845229,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,14.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.116,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-47845229,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,14.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.422,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845229,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,14.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.94,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845247,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,12.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.709,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845247,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,12.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.099,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-47845247,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,12.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.339,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845247,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,12.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.91,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845265,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.766,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845265,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.066,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-47845265,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.167,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845265,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.79,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845283,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.767,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845283,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.067,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-47845283,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.167,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845283,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.80,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845301,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,8.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.766,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845301,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,8.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.063,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-47845301,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,8.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.170,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845301,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,8.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.74,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845319,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,10.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.739,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845319,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,10.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.087,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-47845319,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,10.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.285,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-47845319,2011-06-13,09:40:00,CDT,2011-06-13,12:00:00,CDT,10.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.70,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-47848406,2011-06-15,14:00:00,CDT,2011-06-15,14:00:00,CDT,,,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.759,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-47848406,2011-06-15,14:00:00,CDT,2011-06-15,14:00:00,CDT,,,,WIDNR_WQX-133318,GRAB SAMPLE,Total suspended solids,Suspended,ND,mg/l,160.2,USEPA,Non-Filterable Residue - TSS,STORET
WIDNR_WQX-47848406,2011-06-15,14:00:00,CDT,2011-06-15,14:00:00,CDT,,,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.072,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-49188600,2011-06-15,14:00:00,CDT,2011-06-15,14:00:00,CDT,,,,WIDNR_WQX-133318,GRAB SAMPLE,Organic carbon,Dissolved,4.7,mg/l,5310-C,APHA,Total Organic Carbon in Water- Ultraviolet Oxidation Method,STORET
WIDNR_WQX-49178595,2011-06-27,09:45:00,CDT,2011-06-27,11:30:00,CDT,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.099,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-49178595,2011-06-27,09:45:00,CDT,2011-06-27,11:30:00,CDT,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.636,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-49178595,2011-06-27,09:45:00,CDT,2011-06-27,11:30:00,CDT,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.045,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-49178595,2011-06-27,09:45:00,CDT,2011-06-27,11:30:00,CDT,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.81,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-49178613,2011-06-27,09:45:00,CDT,2011-06-27,11:30:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.114,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-49178613,2011-06-27,09:45:00,CDT,2011-06-27,11:30:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.645,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-49178613,2011-06-27,09:45:00,CDT,2011-06-27,11:30:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.046,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-49178613,2011-06-27,09:45:00,CDT,2011-06-27,11:30:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.85,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694034,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,8.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*0.252,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694034,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,8.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.564,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694034,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,8.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.051,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-49694034,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,8.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.88,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694053,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*0.021,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694053,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.382,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694053,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.027,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-49694053,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.75,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694072,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*0.020,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694072,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.379,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694072,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.031,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-49694072,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.64,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694091,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,22.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*1.23,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694091,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,22.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,ND,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694091,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,22.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.378,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-49694091,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,22.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.69,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694110,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*1.19,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694110,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,ND,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694110,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.361,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-49694110,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,20.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.92,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694129,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,18.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*0.971,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694129,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,18.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.149,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694129,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,18.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.300,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-49694129,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,18.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.61,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694148,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,16.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*0.777,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694148,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,16.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.394,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694148,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,16.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.224,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-49694148,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,16.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.30,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694167,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,14.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*0.599,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694167,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,14.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.569,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694167,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,14.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.195,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-49694167,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,14.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,1.09,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694186,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,12.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*0.406,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694186,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,12.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.682,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694186,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,12.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.167,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-49694186,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,12.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.94,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694205,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,10.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,*0.266,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694205,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,10.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.596,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-49694205,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,10.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.066,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-49694205,2011-07-11,09:50:00,CDT,2011-07-11,12:25:00,CDT,10.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,0.82,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-50374138,2011-07-25,10:00:00,CDT,2011-07-25,23:55:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.019,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
WIDNR_WQX-50374138,2011-07-25,10:00:00,CDT,2011-07-25,23:55:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Inorganic nitrogen (nitrate and nitrite),Dissolved,0.092,mg/l,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,STORET
WIDNR_WQX-50374138,2011-07-25,10:00:00,CDT,2011-07-25,23:55:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Phosphate-phosphorus,Total,0.022,mg/l,365.1,USEPA,Phosphorus by Colorimetry,STORET
WIDNR_WQX-50374138,2011-07-25,10:00:00,CDT,2011-07-25,23:55:00,CDT,0.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Kjeldahl nitrogen,Total,*0.70,mg/l,351.2,USEPA,Total Kjeldahl Nitrogen by Colorimetry,STORET
WIDNR_WQX-50374156,2011-07-25,10:00:00,CDT,2011-07-25,23:55:00,CDT,4.0,m,,WIDNR_WQX-133318,GRAB SAMPLE,Ammonia,Dissolved,0.023,mg/l,350.1,USEPA,Ammonia Nitrogen by Colorimetry,STORET
